5.851825138087039813e+05 5.190140455529504315e+00 8.287705877453845460e+01
1.324331331578455283e+05 5.559833507005503606e+00 2.331670832162568274e+01
1.544296699590443859e+04 1.071986035699579887e+01 9.668857179381058486e+00
4.382123692919484893e+04 6.458692728098129443e+00 3.058258244115139490e+01
7.487961642958057928e+04 7.528770102405059284e+00 4.376851875788731405e+01
2.309585327978407440e+04 8.366132828221889639e+00 1.180454623112829537e+01
3.271483567222741112e+04 9.650712711648747444e+00 1.015687155409076858e+01
2.516211226630118472e+04 9.749704265386544222e+00 1.336420946624755679e+01
2.478081098988596204e+04 1.072208821830845338e+01 8.224790459403346077e+00
3.487879624687138130e+04 1.131369813694920978e+01 1.430521863207780520e+01
2.910103275430568829e+04 3.087510745741371299e+00 1.729039760016558347e+01
3.599441869422992022e+04 8.295565455377703401e+00 8.552750220162687711e+00
2.400118654670608521e+04 9.412197002349172337e+00 1.754748638494895019e+01
2.779698069837711228e+04 5.563213372081853514e+00 1.342927073554413830e+01
1.187963347073706609e+04 5.807001498238069992e+00 1.080797312715354153e+01
2.138896628361962212e+04 8.267115653308906076e+00 1.442160671907103442e+01
1.621352922378725998e+04 9.440195225720728445e+00 1.006161281894917359e+01
2.265720239974691868e+08 2.645074905362255091e+00 1.585681694358979428e+02
1.815941668736236170e+04 1.464637428205077541e+01 1.011387960709110168e+01
6.533866089606975947e+03 5.967747741468200751e+00 8.212068962554516460e+00
1.479507377995712704e+04 5.449673520400016180e+00 1.682516061670662566e+01
2.405797829569086753e+04 5.200941378830710171e+00 1.237377394099424244e+01
9.547930988843043451e+03 5.200816859513623491e+00 1.141216492454870490e+01
4.958137457345338771e+05 5.567695803235989338e+00 1.577762206897042176e+02
1.361667567829879772e+04 2.729482340424037368e+00 1.661665125787746078e+01
2.043073571602024094e+04 7.776172161429464325e+00 9.458320501870272068e+00
2.135702913550283120e+04 5.370539296871090329e+00 1.980435328941405615e+01
2.070329761092410627e+04 4.469798735785835753e+00 1.267715408910189723e+01
2.735790086980581691e+04 9.440512322660175926e+00 9.624411338912318925e+00
2.020451070968712520e+04 1.287361807018972648e+01 1.041220247728169745e+01
1.541999878165012706e+04 9.439953190584086329e+00 9.205047556194264402e+00
7.657815776797294384e+05 6.456185605649325865e+00 1.053641576782557792e+02
1.858300194265888422e+05 6.959958002652098408e+00 1.694963738890681881e+01
9.199108197770820698e+04 7.506834746363849398e+00 1.860737017973091412e+01
3.321310022707284952e+04 1.293909516691897643e+01 8.520051303553287880e+00
4.068372101030120393e+04 7.458980609394515682e+00 2.135223451617379453e+01
8.139913502087676898e+04 7.529248089635255603e+00 2.814682995619572381e+01
1.284683409181695970e+04 1.254908306718938604e+01 8.774907723078509747e+00
6.686689531236875802e+06 5.196164011131628513e+00 2.128119301478269335e+03
1.469596046025204487e+04 6.432566553791445152e+00 1.158290548416740329e+01
1.295522861576208197e+04 5.985521066332475826e+00 1.829058985779925450e+01
3.422940181472453987e+05 1.668919666275863412e+00 6.395918386375175260e+02
1.459314155194202976e+04 1.568428254714582248e+00 3.053896229622581160e+01
3.159287889516256109e+04 7.518955549655150783e+00 8.234923047837737542e+00
3.108107456197739521e+04 9.893241013378945681e+00 1.436889120514097939e+01
3.849770050225367595e+04 1.006189962328495824e+01 8.748377592680592230e+00
1.568829648806059595e+04 9.752117580257678497e+00 1.049736692218382572e+01
2.281996002575806051e+04 1.370559124426665143e+01 1.067072692723119332e+01
2.721440988054001355e+05 2.825407763790885873e+00 4.089749964856166571e+02
6.435160145656916575e+04 4.809704760279505997e+00 2.729435021986199317e+01
6.287916678755437024e+05 5.381145210277591850e+00 2.714617413638375183e+02
2.403429602615008480e+04 1.070269655659922137e+01 1.083145704424900657e+01
5.437732248668733519e+03 3.245462135349884036e+00 1.293100450631556875e+01
2.667240599549548278e+04 9.745959346104903886e+00 1.586807044482691786e+01
3.661434437218371313e+05 5.880998664215482563e+00 8.348669538468774931e+01
1.897453721780190244e+04 1.249753461627789086e+01 8.269568620929041103e+00
1.391277785124973525e+04 1.215881710744448796e+01 9.748647894072473008e+00
4.382265048588366248e+06 3.364540649012725204e+00 7.402226741174106337e+02
4.270257006507518236e+04 1.566346896155698332e+00 4.599335161817129602e+01
3.366177317442449294e+03 2.268076205893925668e+00 1.377602600296023283e+01
1.554383201274199237e+05 4.817168509310879365e+00 3.239870124281606678e+01
2.524980079316890260e+04 1.159649529968366544e+01 9.401929785588984956e+00
9.733950681226002052e+04 7.248977924275797236e+00 3.884506737332356607e+01
4.030982929363333434e+07 3.857957973078451008e+00 3.287529843568573824e+02
1.615721847234165034e+04 1.556187475831147538e+01 8.383151380809678699e+00
1.169281250853600068e+04 8.822219849330293684e+00 9.925833217256471386e+00
1.172010507122919516e+05 4.914782610588635414e+00 2.047228151177755961e+01
2.355789712333463467e+04 8.849978100379498613e+00 9.242550114797174032e+00
8.401244926196948654e+03 6.226585184252291683e+00 1.079231413309894805e+01
1.893493355498821256e+04 9.750702931507655435e+00 8.075390864311023265e+00
7.191298610170150641e+04 7.529631987543708327e+00 4.393568814248888543e+01
1.026147765437539201e+05 5.564060517792306371e+00 7.896159622197350814e+01
5.681770155545304297e+05 4.452866089423216600e+00 4.668817839888049548e+01
2.553150036971110239e+04 6.456202965516898651e+00 1.036994621602647904e+01
6.314433067095855222e+04 9.751451903400649712e+00 1.451286046217861525e+01
4.214350454312541115e+04 8.876334516752613979e+00 1.381436292547988565e+01
2.453898689529059629e+04 7.768235984371812286e+00 1.974974972588424293e+01
3.832115310067847895e+04 5.383244869642717312e+00 1.552861914988381997e+01
1.663816918905123603e+05 5.561527851506079756e+00 1.570918895827609774e+01
1.707976864995905999e+04 9.750370036751316860e+00 8.486474068321633979e+00
6.142885498378663033e+04 6.950010286646585378e+00 1.597564128018049345e+01
1.903521755670326093e+04 9.533950674283154569e+00 1.319036588436754265e+01
9.760994156379387714e+05 5.564978174060487781e+00 4.614932196094719075e+01
4.321641412483252498e+04 8.299672294884008039e+00 1.150080142312535258e+01
1.936330792539380855e+04 8.448604141545681401e+00 2.082034743973967750e+01
8.820996893589528918e+04 1.370318181561312132e+00 2.108564677314880385e+02
6.061137220951978088e+04 7.516215739835960363e+00 1.458828750318066092e+01
2.358989912814764102e+04 1.141837038495409296e+01 1.193741022201253799e+01
2.169013169709833892e+04 7.530562233828936414e+00 8.123095538177777186e+00
2.967666159424678335e+04 1.215653138959186386e+01 1.279962245046213276e+01
1.602712097753051967e+04 2.960071204525254629e+00 1.481346188719864720e+01
2.027864468611718621e+04 6.851844488286181090e+00 9.376573304913870643e+00
6.478382294271312276e+03 4.946284933299903486e+00 8.403189429248463682e+00
6.909245770966233977e+03 4.911709775207496520e+00 1.457897020589007830e+01
1.074468637887120422e+05 5.571604493745512698e+00 3.921659955747959714e+01
2.307976667724725121e+04 1.557885103180488784e+01 9.270230150384964674e+00
2.069720519003531808e+04 7.213310291967179211e+00 1.764861456621774138e+01
2.910103275430568829e+04 3.087510745741371299e+00 3.094278035693966444e+01
6.608098046576800698e+04 5.368944192161149154e+00 3.569716792862575971e+01
1.166276933095496788e+05 3.875561133695509586e+00 3.127680837816694037e+01
1.016753588631707862e+04 6.241138413555020747e+00 1.291103886175502602e+01
2.298564734940451672e+04 9.729064489922626180e+00 1.237586593460768825e+01
3.331283639675564336e+04 7.777345888292855669e+00 2.372891071640558280e+01
8.345203036247624550e+04 7.283351252445613433e+00 3.934574391531171500e+01
1.217069028140004229e+04 4.687948113806742256e+00 1.905723816756607647e+01
1.138632569837559095e+04 4.824585892984143420e+00 9.371360551842693454e+00
1.772306452699992951e+04 5.888985059861975735e+00 2.042196719702428354e+01
3.419107868593691819e+04 6.959106216598396344e+00 1.251640603503727611e+01
1.100581511961559590e+04 9.002949419649770135e+00 8.018788208640195592e+00
4.175031259001399303e+04 8.290875113773756411e+00 1.089613701087296427e+01
8.737003544621044421e+04 9.749953915138572569e+00 1.540494332129524402e+01
1.596789928133524154e+04 7.777516093131550790e+00 1.018931407005766054e+01
1.130026318450280451e+04 7.283120116007015810e+00 1.035154362246815118e+01
5.379925019010469987e+04 6.124360247383574318e+00 2.211826187581310776e+01
