1.175954862340082946e+04 1.461017225397879393e+01
5.851825074899132596e+05 5.190140388688472939e+00
1.324331329387862643e+05 5.559833496154802823e+00
1.828325163718688418e+04 1.553040097825471122e+01
5.042037193563695837e+03 8.298345588230720438e+00
1.544296703765518760e+04 1.071986038868096358e+01
1.157212433185862028e+04 9.751784665453824275e+00
4.382123667327010480e+04 6.458692684537878925e+00
8.898124115253931450e+03 1.554129338404698757e+01
5.174572988032472495e+03 1.104576835771195853e+01
1.144540510827219623e+04 1.554433654177379509e+01
4.801384608017229766e+04 8.558760681855197561e+00
7.436219390781386210e+03 8.574058865053510559e+00
9.921984331834555633e+03 8.300601823410666213e+00
1.338144844586360705e+04 1.070979346078265593e+01
9.664395582295999702e+03 1.373412964450793439e+01
7.487961683494907629e+04 7.528770148576432675e+00
7.647656512422089691e+03 9.605556951850008574e+00
1.614761521354262186e+04 8.577697699555518085e+00
1.502745561635473132e+04 7.777150322820617134e+00
1.024797867784977461e+04 1.420440032083870108e+01
2.309585330132587114e+04 8.366132836957801189e+00
1.405947374048373422e+04 1.759411306395600505e+01
8.404519372358603505e+03 1.555779082671266700e+01
3.271483593169170490e+04 9.650712796120505033e+00
2.516211245882388903e+04 9.749704347635685053e+00
1.027980284937355282e+04 1.252335171041259088e+01
1.548229917399019178e+04 1.757101118292271380e+01
5.386391284637213175e+03 1.556171460832426767e+01
1.404935281276707974e+04 1.294039468788655789e+01
2.478081078913763486e+04 1.072208812334829808e+01
3.487879639937070897e+04 1.131369819078795835e+01
1.189354751657569977e+04 7.315148363701745815e+00
2.910103279707064939e+04 3.087510751748107740e+00
9.526009055804772288e+03 9.422557447432955868e+00
1.263983403116898262e+04 8.854353265403657858e+00
3.599441842752406956e+04 8.295565386500866722e+00
9.117155498461750540e+03 1.603494841856594633e+01
2.400118649261548853e+04 9.412196978883585530e+00
1.666994589054483367e+04 6.960491522810598575e+00
2.779698054904161836e+04 5.563213336821882571e+00
1.187963343598895335e+04 5.807001478327484811e+00
1.100659933097280191e+04 6.925960702865247676e+00
1.436934959504395192e+04 1.002795609419540490e+01
1.692996058364109194e+04 1.458555095800369195e+01
8.635919723226350470e+03 1.253157641075571682e+01
8.439318409075864110e+03 1.654871702919448850e+01
2.138896609093586449e+04 8.267115569825550736e+00
1.211936349305129261e+04 1.461314909157012210e+01
1.051003851265978665e+04 1.071845757639523988e+01
5.416528330202678262e+03 1.418472572938355292e+01
5.274010168288265413e+04 1.215775597146979337e+01
1.775874104620728394e+04 1.072159311849303798e+01
1.537242200422395217e+04 1.375053926865735932e+01
3.720047501710928918e+04 9.440237006381453355e+00
1.232028445280952110e+04 9.439485810261235343e+00
1.012880632680261806e+04 1.556435729392299194e+01
8.486547353002588352e+03 7.991948828878534528e+00
1.183397195600802297e+04 8.577099684141115787e+00
9.695269299745070384e+03 9.752533678778304349e+00
9.378466533599719696e+03 1.420464211952951850e+01
1.621352915219798160e+04 9.440195179623051658e+00
1.314686780978847491e+04 1.254655903408927919e+01
1.026777819945053488e+04 1.554313536800012585e+01
1.006469065010283339e+04 1.461668911375914348e+01
2.265720226937410235e+08 2.645074884387967451e+00
1.815941665750693574e+04 1.464637425632697898e+01
6.533866099657382620e+03 5.967747752186005172e+00
6.755258001698182852e+03 9.367328587562109732e+00
8.934576848868677189e+03 5.834598589924304690e+00
1.479507387498767457e+04 5.449673561827048651e+00
1.645168360370298615e+04 7.214690359688217036e+00
2.405797855973807964e+04 5.200941446888851516e+00
7.904763249838825686e+03 1.071325919876066202e+01
5.332435378029211279e+03 5.889335680446207810e+00
1.107090942028411700e+04 8.853034895109058056e+00
9.547931030958998235e+03 5.200816886865446520e+00
1.086267133259634466e+04 1.251577800828956022e+01
3.163985232153320339e+03 7.984153379162915343e+00
8.140126301844050431e+03 1.252245590210167947e+01
5.558571251287732593e+03 1.374746761564941977e+01
9.033835592966983313e+03 1.420939921100771208e+01
6.600173682904025554e+03 6.675075711355004771e+00
1.892197280941899589e+04 1.141861653802115484e+01
2.245504406085655864e+04 7.526773203032705695e+00
1.235205783738845639e+04 9.729397418761985605e+00
1.301053210177750771e+04 5.889774003354991905e+00
9.398829720769899723e+03 1.811815621228250350e+01
1.323711874617991452e+04 7.777482015958013584e+00
7.911459850188180098e+03 1.291813888511505404e+01
9.687048557268868535e+03 7.530673157415422203e+00
4.958137515070058289e+05 5.567695879699862793e+00
2.263482783850853957e+04 1.102371073526521883e+01
1.014312819222161306e+04 1.294071962536815334e+01
1.521378722130575989e+04 8.577268067985931665e+00
1.562001604594232776e+04 1.370502525923683557e+01
1.506569121621563136e+04 1.605500392956389533e+01
2.381772231773343447e+04 1.141820630882967613e+01
